fromNode	toNode	weight	direction	fromAltName	toAltName
LOC143273053	LOC143267406	0.188848778072299	undirected	LOC143273053	LOC143267406
LOC143273053	LOC143271736	0.276611846262629	undirected	LOC143273053	LOC143271736
LOC143273053	LOC143271877	0.156421272668782	undirected	LOC143273053	LOC143271877
LOC143273053	LOC143271876	0.169861284777196	undirected	LOC143273053	LOC143271876
LOC143273053	LOC143272495	0.15492175915849	undirected	LOC143273053	LOC143272495
LOC143273053	LOC102914621	0.12975513761617	undirected	LOC143273053	LOC102914621
LOC143273053	LOC143272886	0.204915955868179	undirected	LOC143273053	LOC143272886
LOC143273053	LOC143272902	0.170242103870082	undirected	LOC143273053	LOC143272902
LOC143273053	LOC143272968	0.12744104817621	undirected	LOC143273053	LOC143272968
LOC143273053	LOC143273399	0.244970345686547	undirected	LOC143273053	LOC143273399
LOC143273053	LOC143273217	0.235085232106953	undirected	LOC143273053	LOC143273217
LOC143273053	LOC143273786	0.111215010812481	undirected	LOC143273053	LOC143273786
LOC143273053	LOC143267458	0.289227492531615	undirected	LOC143273053	LOC143267458
LOC143273053	LOC143267636	0.107087868450308	undirected	LOC143273053	LOC143267636
LOC143273053	LOC143267878	0.148944271200009	undirected	LOC143273053	LOC143267878
LOC143273053	LOC143267750	0.129908246153411	undirected	LOC143273053	LOC143267750
LOC143273053	LOC143267791	0.3061942295894	undirected	LOC143273053	LOC143267791
LOC143273053	LOC143267799	0.366496053230034	undirected	LOC143273053	LOC143267799
LOC143273053	LOC143267800	0.366081742089269	undirected	LOC143273053	LOC143267800
LOC143273053	LOC143268133	0.172984723125197	undirected	LOC143273053	LOC143268133
LOC143273053	Poglut2	0.103317112538078	undirected	LOC143273053	Poglut2
LOC143273053	LOC143268529	0.128295019226537	undirected	LOC143273053	LOC143268529
LOC143273053	LOC143268418	0.176236619509702	undirected	LOC143273053	LOC143268418
LOC143273053	LOC143268722	0.225988441848973	undirected	LOC143273053	LOC143268722
LOC143273053	LOC143269152	0.228859535366031	undirected	LOC143273053	LOC143269152
LOC143273053	LOC143269542	0.21321239511057	undirected	LOC143273053	LOC143269542
LOC143273053	LOC143269727	0.163452922085696	undirected	LOC143273053	LOC143269727
LOC143273053	Rpl31	0.137382646526889	undirected	LOC143273053	Rpl31
LOC143273053	Spats1	0.124006939592606	undirected	LOC143273053	Spats1
LOC143273053	LOC143270323	0.233917103542154	undirected	LOC143273053	LOC143270323
LOC143273053	LOC102926763	0.152319735183258	undirected	LOC143273053	LOC102926763
LOC143273053	LOC143270660	0.184883168671626	undirected	LOC143273053	LOC143270660
LOC143273053	LOC143270929	0.203222310737227	undirected	LOC143273053	LOC143270929
LOC143267406	LOC143271736	0.230158672381934	undirected	LOC143267406	LOC143271736
LOC143267406	LOC143271877	0.11176067333169	undirected	LOC143267406	LOC143271877
LOC143267406	LOC143271876	0.12138619682907	undirected	LOC143267406	LOC143271876
LOC143267406	LOC143272495	0.169115305022883	undirected	LOC143267406	LOC143272495
LOC143267406	LOC102914621	0.105569606369431	undirected	LOC143267406	LOC102914621
LOC143267406	LOC143272886	0.183252052702488	undirected	LOC143267406	LOC143272886
LOC143267406	LOC143272902	0.128898103983822	undirected	LOC143267406	LOC143272902
LOC143267406	LOC143272968	0.212635446203211	undirected	LOC143267406	LOC143272968
LOC143267406	LOC143273399	0.236922546745588	undirected	LOC143267406	LOC143273399
LOC143267406	LOC143273217	0.226451805287379	undirected	LOC143267406	LOC143273217
LOC143267406	LOC143267458	0.281270284239404	undirected	LOC143267406	LOC143267458
LOC143267406	LOC143267878	0.156018490064315	undirected	LOC143267406	LOC143267878
LOC143267406	LOC143267750	0.111604347030463	undirected	LOC143267406	LOC143267750
LOC143267406	LOC143267791	0.255696722659999	undirected	LOC143267406	LOC143267791
LOC143267406	LOC143267799	0.371285786344805	undirected	LOC143267406	LOC143267799
LOC143267406	LOC143267800	0.35519454401356	undirected	LOC143267406	LOC143267800
LOC143267406	LOC143268133	0.110380232974506	undirected	LOC143267406	LOC143268133
LOC143267406	Poglut2	0.111193956718164	undirected	LOC143267406	Poglut2
LOC143267406	LOC143268529	0.113746382758758	undirected	LOC143267406	LOC143268529
LOC143267406	LOC143268418	0.162847349453889	undirected	LOC143267406	LOC143268418
LOC143267406	LOC143268722	0.168772991334655	undirected	LOC143267406	LOC143268722
LOC143267406	LOC143269152	0.223331974062446	undirected	LOC143267406	LOC143269152
LOC143267406	LOC143269542	0.172471396420732	undirected	LOC143267406	LOC143269542
LOC143267406	LOC143269727	0.113935230758727	undirected	LOC143267406	LOC143269727
