"Gene","Analysis.ID","Relatedness","adjusted_expression"
"Mybpc3","F2Mc_Rep5","50",3.21647231926074
"Mybpc3","F2Mc_Rep6","50",4.14989256915091
"Mybpc3","F2Mc_Rep7","50",1.37037102409729
"Mybpc3","F2Mc_Rep8","50",3.65835490420149
"Mybpc3","F2Mm_Rep1","50",2.16944895717694
"Mybpc3","F2Mm_Rep2","50",1.50636208830466
"Mybpc3","F2Mm_Rep4","50",1.67024793590374
"Mybpc3","F2Mm_Rep5","50",1.64624623320615
"Mybpc3","F2Mm_Rep6","50",1.56108644037822
"Mybpc3","F2Mm_Rep7","50",1.45746556366191
"Mybpc3","F2Mm_Rep8","50",1.75938529826782
"Slc35c1","F1Fc_Rep1","0",8.92127836892279
"Slc35c1","F1Fc_Rep2","0",10.440816598269
"Slc35c1","F1Fc_Rep3","0",10.5220783940945
"Slc35c1","F1Fc_Rep4","0",11.033211770741
"Slc35c1","F1Fc_Rep5","0",10.5938095196025
"Slc35c1","F1Fc_Rep6","0",10.279170977483
"Slc35c1","F1Fc_Rep7","0",14.2686257500709
"Slc35c1","F1Fc_Rep8","0",11.2080444677554
"Slc35c1","F1Fm_Rep1","0",11.2160637993329
"Slc35c1","F1Fm_Rep2","0",13.1260050943603
"Slc35c1","F1Fm_Rep3","0",11.4692102885579
"Slc35c1","F1Fm_Rep4","0",12.8085083119918
"Slc35c1","F1Fm_Rep5","0",11.3927885320549
"Slc35c1","F1Fm_Rep6","0",12.8720699492289
"Slc35c1","F1Fm_Rep7","0",12.2088218347304
"Slc35c1","F1Fm_Rep8","0",11.5831751444765
"Slc35c1","F1Mc_Rep1","0",11.5594761962276
"Slc35c1","F1Mc_Rep2","0",9.13334903564218
"Slc35c1","F1Mc_Rep3","0",10.3388210196477
"Slc35c1","F1Mc_Rep4","0",10.3474280586445
"Slc35c1","F1Mc_Rep5","0",10.6030959605198
"Slc35c1","F1Mc_Rep6","0",15.2901502176527
"Slc35c1","F1Mc_Rep7","0",13.0585604741105
"Slc35c1","F1Mc_Rep8","0",13.0530129970984
"Slc35c1","F1Mm_Rep1","0",11.4339472776068
"Slc35c1","F1Mm_Rep2","0",10.1212288742155
"Slc35c1","F1Mm_Rep3","0",10.9447445728461
"Slc35c1","F1Mm_Rep4","0",11.0306257780156
"Slc35c1","F1Mm_Rep5","0",11.5690746691738
"Slc35c1","F1Mm_Rep6","0",13.9189485524794
"Slc35c1","F1Mm_Rep7","0",13.3514093264825
"Slc35c1","F1Mm_Rep8","0",11.66559418955
"Slc35c1","F2Fc_Rep1","50",9.83277334398801
"Slc35c1","F2Fc_Rep2","50",10.9952760174846
"Slc35c1","F2Fc_Rep3","50",8.52753647313197
"Slc35c1","F2Fc_Rep4","50",11.1427549751187
"Slc35c1","F2Fc_Rep5","50",14.6475818762662
"Slc35c1","F2Fc_Rep7","50",8.7460857700889
"Slc35c1","F2Fc_Rep8","50",8.72471230947143
"Slc35c1","F2Fm_Rep1","50",10.4814054554017
"Slc35c1","F2Fm_Rep2","50",10.3086009628595
"Slc35c1","F2Fm_Rep3","50",7.13433874386381
"Slc35c1","F2Fm_Rep4","50",7.90162312859713
"Slc35c1","F2Fm_Rep5","50",11.7338519593753
"Slc35c1","F2Fm_Rep6","50",10.8367250730713
"Slc35c1","F2Fm_Rep7","50",11.1252147831029
"Slc35c1","F2Fm_Rep8","50",8.33394543643531
"Slc35c1","F2Mc_Rep1","50",12.2396926894142
"Slc35c1","F2Mc_Rep2","50",6.76126633127394
"Slc35c1","F2Mc_Rep3","50",6.8373717361892
"Slc35c1","F2Mc_Rep4","50",12.6076536035632
"Slc35c1","F2Mc_Rep5","50",10.4057801780139
"Slc35c1","F2Mc_Rep6","50",12.2338390952066
"Slc35c1","F2Mc_Rep7","50",10.4848361504377
"Slc35c1","F2Mc_Rep8","50",9.57801475379888
"Slc35c1","F2Mm_Rep1","50",12.4330186246358
"Slc35c1","F2Mm_Rep2","50",8.13383439542513
"Slc35c1","F2Mm_Rep4","50",10.6351060344326
"Slc35c1","F2Mm_Rep5","50",8.45783444279295
"Slc35c1","F2Mm_Rep6","50",7.37593333291032
"Slc35c1","F2Mm_Rep7","50",10.7919309648052
"Slc35c1","F2Mm_Rep8","50",8.02052557711724
"LOC107400156","F1Fc_Rep1","0",0.583846922586848
"LOC107400156","F1Fc_Rep2","0",0.944185207837891
"LOC107400156","F1Fc_Rep3","0",0.661196699612685
"LOC107400156","F1Fc_Rep4","0",0.63277415663249
"LOC107400156","F1Fc_Rep5","0",0.912198912581852
"LOC107400156","F1Fc_Rep6","0",0.311719288621555
"LOC107400156","F1Fc_Rep7","0",0.450384185812648
"LOC107400156","F1Fc_Rep8","0",0.540671079380893
"LOC107400156","F1Fm_Rep1","0",0.57269236011872
"LOC107400156","F1Fm_Rep2","0",0.918626476290455
"LOC107400156","F1Fm_Rep3","0",0.864764059895636
"LOC107400156","F1Fm_Rep4","0",0.740888059104514
"LOC107400156","F1Fm_Rep5","0",0.565124456475586
"LOC107400156","F1Fm_Rep6","0",0.519055451637981
"LOC107400156","F1Fm_Rep7","0",0.455478557278688
"LOC107400156","F1Fm_Rep8","0",0.807760828521816
"LOC107400156","F1Mc_Rep1","0",0.909718325937863
"LOC107400156","F1Mc_Rep2","0",1.00081745443611
"LOC107400156","F1Mc_Rep3","0",0.81701248783597
"LOC107400156","F1Mc_Rep4","0",0.779333462708244
"LOC107400156","F1Mc_Rep5","0",0.472233019842616
"LOC107400156","F1Mc_Rep6","0",0.6099607706735
"LOC107400156","F1Mc_Rep7","0",0.596251625206206
"LOC107400156","F1Mc_Rep8","0",0.692862379764738
"LOC107400156","F1Mm_Rep1","0",1.23016340056627
"LOC107400156","F1Mm_Rep2","0",0.840046219317005
"LOC107400156","F1Mm_Rep3","0",0.579794525467058
"LOC107400156","F1Mm_Rep4","0",0.69522220181024
"LOC107400156","F1Mm_Rep5","0",0.483775504715082
"LOC107400156","F1Mm_Rep6","0",0.543547767177123
"LOC107400156","F1Mm_Rep7","0",0.643188827804175
"LOC107400156","F1Mm_Rep8","0",0.621382049598574
"LOC107400156","F2Fc_Rep1","50",0.274096034301585
"LOC107400156","F2Fc_Rep2","50",0.186857866164132
"LOC107400156","F2Fc_Rep3","50",0.322321928119456
"LOC107400156","F2Fc_Rep4","50",0.22646023657986
"LOC107400156","F2Fc_Rep5","50",0.598370789335019
"LOC107400156","F2Fc_Rep7","50",0.726825573147714
"LOC107400156","F2Fc_Rep8","50",0.563130921527006
"LOC107400156","F2Fm_Rep1","50",0.0048058111845255
"LOC107400156","F2Fm_Rep2","50",0.135825631771561
"LOC107400156","F2Fm_Rep3","50",0.163682055811728
"LOC107400156","F2Fm_Rep4","50",0.184540748141463
"LOC107400156","F2Fm_Rep5","50",0.8070458293803
"LOC107400156","F2Fm_Rep6","50",0.904199637346139
"LOC107400156","F2Fm_Rep7","50",0.882357838284957
"LOC107400156","F2Fm_Rep8","50",0.56364641564738
"LOC107400156","F2Mc_Rep1","50",0.48319005190801
"LOC107400156","F2Mc_Rep2","50",0.255945743858383
"LOC107400156","F2Mc_Rep3","50",0.290488164884422
"LOC107400156","F2Mc_Rep4","50",0.25528011415125
"LOC107400156","F2Mc_Rep5","50",0.408803964837442
"LOC107400156","F2Mc_Rep6","50",0.329940409257435
"LOC107400156","F2Mc_Rep7","50",0.833935501448571
"LOC107400156","F2Mc_Rep8","50",0.354720740140692
"LOC107400156","F2Mm_Rep1","50",0.194623277549483
"LOC107400156","F2Mm_Rep2","50",0.250839012780373
"LOC107400156","F2Mm_Rep4","50",0.264324470463954
"LOC107400156","F2Mm_Rep5","50",0.331153831328433
"LOC107400156","F2Mm_Rep6","50",0.175539633279076
"LOC107400156","F2Mm_Rep7","50",0.684238283450888
"LOC107400156","F2Mm_Rep8","50",0.397200796933909
"LOC121828740","F1Fc_Rep1","0",0.0310884544410402
"LOC121828740","F1Fc_Rep2","0",0.0928914638534477
"LOC121828740","F1Fc_Rep3","0",0.0882761597424551
"LOC121828740","F1Fc_Rep4","0",0.144278001492775
"LOC121828740","F1Fc_Rep5","0",0.0239331770945574
"LOC121828740","F1Fc_Rep6","0",0.0417765459287153
"LOC121828740","F1Fc_Rep7","0",0.0336204117897086
"LOC121828740","F1Fc_Rep8","0",0.050068503524024
"LOC121828740","F1Fm_Rep1","0",0.095066624980115
"LOC121828740","F1Fm_Rep2","0",0.0394666532817047
"LOC121828740","F1Fm_Rep3","0",0.0172836056900867
"LOC121828740","F1Fm_Rep4","0",0.0342553508625387
"LOC121828740","F1Fm_Rep5","0",0.0756842920641102
"LOC121828740","F1Fm_Rep6","0",0.0757814719519929
"LOC121828740","F1Fm_Rep7","0",0.110512078928408
"LOC121828740","F1Fm_Rep8","0",0.0526000611382386
"LOC121828740","F1Mc_Rep1","0",0.0369329384823993
"LOC121828740","F1Mc_Rep2","0",0.112972147313836
"LOC121828740","F1Mc_Rep3","0",0.0530138350832325
"LOC121828740","F1Mc_Rep4","0",0.119413063158975
"LOC121828740","F1Mc_Rep5","0",0.0547615217044569
"LOC121828740","F1Mc_Rep6","0",0.101962652658816
"LOC121828740","F1Mc_Rep7","0",0.105750296884955
"LOC121828740","F1Mc_Rep8","0",0.0749371487108588
"LOC121828740","F1Mm_Rep1","0",0.0672713916806254
"LOC121828740","F1Mm_Rep2","0",0.0713745392433863
"LOC121828740","F1Mm_Rep3","0",0.053976798656464
"LOC121828740","F1Mm_Rep4","0",0.0727342225416886
"LOC121828740","F1Mm_Rep5","0",0.0960505706699065
"LOC121828740","F1Mm_Rep6","0",0.0657630191562941
"LOC121828740","F1Mm_Rep7","0",0.114710131046746
"LOC121828740","F1Mm_Rep8","0",0.027150918700419
"LOC121828740","F2Fc_Rep1","50",0.00624124806211818
"LOC121828740","F2Fc_Rep2","50",0.00400726222512097
"LOC121828740","F2Fc_Rep3","50",0.000672082022123474
"LOC121828740","F2Fc_Rep4","50",0.0172905683329528
"LOC121828740","F2Fc_Rep5","50",0.107249365957186
"LOC121828740","F2Fc_Rep7","50",0.0815416827647107
"LOC121828740","F2Fc_Rep8","50",0.0569333398162708
"LOC121828740","F2Fm_Rep1","50",0.077883952714238
"LOC121828740","F2Fm_Rep2","50",0.04462939676486
"LOC121828740","F2Fm_Rep3","50",0.022375258039347
"LOC121828740","F2Fm_Rep4","50",0.0383525610142518
"LOC121828740","F2Fm_Rep5","50",0.0652291418882892
"LOC121828740","F2Fm_Rep6","50",0.00823967521015572
"LOC121828740","F2Fm_Rep7","50",0.0285288360751645
"LOC121828740","F2Fm_Rep8","50",0.0327098396037077
"LOC121828740","F2Mc_Rep1","50",-0.00823967521015572
"LOC121828740","F2Mc_Rep2","50",0.0231335113337061
"LOC121828740","F2Mc_Rep3","50",0.0460310773404843
"LOC121828740","F2Mc_Rep4","50",0.00849908739344577
"LOC121828740","F2Mc_Rep5","50",-0.00823967521015572
"LOC121828740","F2Mc_Rep6","50",0.0259200547856736
"LOC121828740","F2Mc_Rep7","50",0.0395766401457021
"LOC121828740","F2Mc_Rep8","50",0.0321741756309781
"LOC121828740","F2Mm_Rep1","50",0.0211698934645344
"LOC121828740","F2Mm_Rep2","50",0.0327641892073731
"LOC121828740","F2Mm_Rep4","50",0.0323227770695756
"LOC121828740","F2Mm_Rep5","50",0.0312136985045442
"LOC121828740","F2Mm_Rep6","50",0.0113927139131703
"LOC121828740","F2Mm_Rep7","50",0.0705806892793069
"LOC121828740","F2Mm_Rep8","50",0.0113927139131703
"Hsd17b12","F1Fc_Rep1","0",100.282075321739
"Hsd17b12","F1Fc_Rep2","0",88.3087742674185
"Hsd17b12","F1Fc_Rep3","0",85.2927615733184
"Hsd17b12","F1Fc_Rep4","0",93.5411890087839
"Hsd17b12","F1Fc_Rep5","0",98.9045439577341
"Hsd17b12","F1Fc_Rep6","0",92.6834346193304
"Hsd17b12","F1Fc_Rep7","0",103.899013399073
"Hsd17b12","F1Fc_Rep8","0",89.6166159901008
"Hsd17b12","F1Fm_Rep1","0",97.5070456386978
"Hsd17b12","F1Fm_Rep2","0",67.9472872488905
"Hsd17b12","F1Fm_Rep3","0",89.7838532872788
"Hsd17b12","F1Fm_Rep4","0",108.251333051632
"Hsd17b12","F1Fm_Rep5","0",97.3301011298478
"Hsd17b12","F1Fm_Rep6","0",82.9659307235298
"Hsd17b12","F1Fm_Rep7","0",99.7453471604668
"Hsd17b12","F1Fm_Rep8","0",70.5764587713431
"Hsd17b12","F1Mc_Rep1","0",94.2545271887394
"Hsd17b12","F1Mc_Rep2","0",84.928211902935
"Hsd17b12","F1Mc_Rep3","0",89.1296100471085
"Hsd17b12","F1Mc_Rep4","0",91.3995446788377
"Hsd17b12","F1Mc_Rep5","0",110.069004087305
"Hsd17b12","F1Mc_Rep6","0",107.462945104333
"Hsd17b12","F1Mc_Rep7","0",92.4366613708649
"Hsd17b12","F1Mc_Rep8","0",90.7645987425895
"Hsd17b12","F1Mm_Rep1","0",92.8888472987139
"Hsd17b12","F1Mm_Rep2","0",101.248567807452
"Hsd17b12","F1Mm_Rep3","0",94.2224437927709
"Hsd17b12","F1Mm_Rep4","0",116.527531117507
"Hsd17b12","F1Mm_Rep5","0",92.7328157271159
"Hsd17b12","F1Mm_Rep6","0",97.8302480433259
"Hsd17b12","F1Mm_Rep7","0",79.5964106954572
"Hsd17b12","F1Mm_Rep8","0",90.0912787660659
"Hsd17b12","F2Fc_Rep1","50",77.4905976849451
"Hsd17b12","F2Fc_Rep2","50",82.9211212519913
"Hsd17b12","F2Fc_Rep3","50",81.0276931731076
"Hsd17b12","F2Fc_Rep4","50",96.6312533952033
"Hsd17b12","F2Fc_Rep5","50",94.6848890642388
"Hsd17b12","F2Fc_Rep7","50",80.8193733109277
"Hsd17b12","F2Fc_Rep8","50",74.1728906101008
"Hsd17b12","F2Fm_Rep1","50",68.4240576859313
"Hsd17b12","F2Fm_Rep2","50",78.0980058484633
"Hsd17b12","F2Fm_Rep3","50",82.1506242463378
"Hsd17b12","F2Fm_Rep4","50",109.253450739601
"Hsd17b12","F2Fm_Rep5","50",106.126869783863
"Hsd17b12","F2Fm_Rep6","50",92.1646840748748
"Hsd17b12","F2Fm_Rep7","50",82.5397964266898
"Hsd17b12","F2Fm_Rep8","50",83.0705772878158
"Hsd17b12","F2Mc_Rep1","50",79.84481655184
"Hsd17b12","F2Mc_Rep2","50",92.755979954593
"Hsd17b12","F2Mc_Rep3","50",76.5082633305073
"Hsd17b12","F2Mc_Rep4","50",82.3221085309087
"Hsd17b12","F2Mc_Rep5","50",80.4449079249431
"Hsd17b12","F2Mc_Rep6","50",82.9454011336594
"Hsd17b12","F2Mc_Rep7","50",83.337443643868
"Hsd17b12","F2Mc_Rep8","50",77.3313989122317
"Hsd17b12","F2Mm_Rep1","50",76.8381114719731
"Hsd17b12","F2Mm_Rep2","50",82.1954130875265
"Hsd17b12","F2Mm_Rep4","50",77.9600300221205
"Hsd17b12","F2Mm_Rep5","50",80.6495987368074
"Hsd17b12","F2Mm_Rep6","50",84.0451566441259
"Hsd17b12","F2Mm_Rep7","50",88.2725348596749
"Hsd17b12","F2Mm_Rep8","50",85.1772385573749
"Pax6","F1Fc_Rep1","0",11.2121003270623
"Pax6","F1Fc_Rep2","0",11.4832699285498
"Pax6","F1Fc_Rep3","0",10.0229299665547
"Pax6","F1Fc_Rep4","0",11.4381871574835
"Pax6","F1Fc_Rep5","0",11.2529231965246
"Pax6","F1Fc_Rep6","0",7.99741997538498
"Pax6","F1Fc_Rep7","0",9.48375245997261
"Pax6","F1Fc_Rep8","0",9.79422497553401
"Pax6","F1Fm_Rep1","0",10.756348061057
"Pax6","F1Fm_Rep2","0",14.2193035021659
"Pax6","F1Fm_Rep3","0",8.99893773289937
"Pax6","F1Fm_Rep4","0",9.04655972794414
"Pax6","F1Fm_Rep5","0",16.7375104737229
"Pax6","F1Fm_Rep6","0",15.724308853289
"Pax6","F1Fm_Rep7","0",11.2267763022
"Pax6","F1Fm_Rep8","0",10.8865866334102
"Pax6","F1Mc_Rep1","0",11.4939738149488
"Pax6","F1Mc_Rep2","0",10.6346625587045
"Pax6","F1Mc_Rep3","0",11.0221911841075
"Pax6","F1Mc_Rep4","0",9.69162127514704
"Pax6","F1Mc_Rep5","0",10.631519044767
"Pax6","F1Mc_Rep6","0",12.940251944777
"Pax6","F1Mc_Rep7","0",12.5767647613414
"Pax6","F1Mc_Rep8","0",10.9264003243704
"Pax6","F1Mm_Rep1","0",10.077900414683
"Pax6","F1Mm_Rep2","0",8.81243207103882
"Pax6","F1Mm_Rep3","0",9.37032571123872
"Pax6","F1Mm_Rep4","0",13.7213773504509
"Pax6","F1Mm_Rep5","0",10.1726475610512
"Pax6","F1Mm_Rep6","0",9.88919150775813
"Pax6","F1Mm_Rep7","0",19.3863905200599
"Pax6","F1Mm_Rep8","0",9.91348636702377
"Pax6","F2Fc_Rep1","50",7.3964810229808
"Pax6","F2Fc_Rep2","50",12.9149413272469
"Pax6","F2Fc_Rep3","50",9.11737795013151
"Pax6","F2Fc_Rep4","50",10.5296021907659
"Pax6","F2Fc_Rep5","50",8.01845506219917
"Pax6","F2Fc_Rep7","50",11.7973603983745
"Pax6","F2Fc_Rep8","50",10.1903911834417
"Pax6","F2Fm_Rep1","50",12.2437124808531
"Pax6","F2Fm_Rep2","50",11.8773404764357
"Pax6","F2Fm_Rep3","50",8.59591747140504
"Pax6","F2Fm_Rep4","50",7.05907685604561
"Pax6","F2Fm_Rep5","50",7.54217491301489
"Pax6","F2Fm_Rep6","50",8.48085222437536
"Pax6","F2Fm_Rep7","50",7.13232498656205
"Pax6","F2Fm_Rep8","50",5.56570800266379
"Pax6","F2Mc_Rep1","50",11.8495817511717
"Pax6","F2Mc_Rep2","50",11.907536241346
"Pax6","F2Mc_Rep3","50",6.96266068318634
"Pax6","F2Mc_Rep4","50",10.7933391369547
"Pax6","F2Mc_Rep5","50",6.86342074079489
"Pax6","F2Mc_Rep6","50",7.07183777423961
"Pax6","F2Mc_Rep7","50",10.4421507848454
"Pax6","F2Mc_Rep8","50",10.285526677341
"Pax6","F2Mm_Rep1","50",11.2532054361379
"Pax6","F2Mm_Rep2","50",7.59165919329288
"Pax6","F2Mm_Rep4","50",7.72662632256112
"Pax6","F2Mm_Rep5","50",9.01972750209474
"Pax6","F2Mm_Rep6","50",7.28429381647035
"Pax6","F2Mm_Rep7","50",9.19780508323209
"Pax6","F2Mm_Rep8","50",9.23234826511356
"Rad51","F1Fc_Rep1","0",5.4044782455661
"Rad51","F1Fc_Rep2","0",5.22124919721675
"Rad51","F1Fc_Rep3","0",4.18192740920032
"Rad51","F1Fc_Rep4","0",4.91835775094243
"Rad51","F1Fc_Rep5","0",5.94811155084655
"Rad51","F1Fc_Rep6","0",3.45458987617575
"Rad51","F1Fc_Rep7","0",4.9823957294525
"Rad51","F1Fc_Rep8","0",3.09489799105966
"Rad51","F1Fm_Rep1","0",6.78740316792478
"Rad51","F1Fm_Rep2","0",5.79603360850346
"Rad51","F1Fm_Rep3","0",7.51601390991259
"Rad51","F1Fm_Rep4","0",8.73625384218309
"Rad51","F1Fm_Rep5","0",7.01383193200249
"Rad51","F1Fm_Rep6","0",3.57457223418388
"Rad51","F1Fm_Rep7","0",3.02676052626049
"Rad51","F1Fm_Rep8","0",1.89875118451199
"Rad51","F1Mc_Rep1","0",5.64218916841573
"Rad51","F1Mc_Rep2","0",4.34273128180903
"Rad51","F1Mc_Rep3","0",4.18506021032202
"Rad51","F1Mc_Rep4","0",3.82415451315579
"Rad51","F1Mc_Rep5","0",5.44381649514877
"Rad51","F1Mc_Rep6","0",5.36573182913914
"Rad51","F1Mc_Rep7","0",4.67609672421094
"Rad51","F1Mc_Rep8","0",3.37837044088291
"Rad51","F1Mm_Rep1","0",6.76994545145091
"Rad51","F1Mm_Rep2","0",5.95553339492609
"Rad51","F1Mm_Rep3","0",6.40811843548094
"Rad51","F1Mm_Rep4","0",9.35930741027335
"Rad51","F1Mm_Rep5","0",5.03885590075401
"Rad51","F1Mm_Rep6","0",3.13950240491454
"Rad51","F1Mm_Rep7","0",2.87464982113126
"Rad51","F1Mm_Rep8","0",2.43934337158844
"Rad51","F2Fc_Rep1","50",3.08321766665965
"Rad51","F2Fc_Rep2","50",3.66557626243067
"Rad51","F2Fc_Rep3","50",3.61996222748328
"Rad51","F2Fc_Rep4","50",5.30478645503806
"Rad51","F2Fc_Rep5","50",6.01469593075069
"Rad51","F2Fc_Rep7","50",4.04721046704546
"Rad51","F2Fc_Rep8","50",3.35117795429762
"Rad51","F2Fm_Rep1","50",2.46352988845868
"Rad51","F2Fm_Rep2","50",3.4387471208054
"Rad51","F2Fm_Rep3","50",3.21376537565682
"Rad51","F2Fm_Rep4","50",3.86578719008581
"Rad51","F2Fm_Rep5","50",3.49902831221738
"Rad51","F2Fm_Rep6","50",2.82676869601758
"Rad51","F2Fm_Rep7","50",2.76604290975809
"Rad51","F2Fm_Rep8","50",1.9496612262935
"Rad51","F2Mc_Rep1","50",3.63682229898295
"Rad51","F2Mc_Rep2","50",5.94129460116078
"Rad51","F2Mc_Rep3","50",3.62270789886059
"Rad51","F2Mc_Rep4","50",4.33278620411307
"Rad51","F2Mc_Rep5","50",3.97993727536148
"Rad51","F2Mc_Rep6","50",4.12232324700779
"Rad51","F2Mc_Rep7","50",3.03194275151559
"Rad51","F2Mc_Rep8","50",2.84698618468957
"Rad51","F2Mm_Rep1","50",3.51153687236412
"Rad51","F2Mm_Rep2","50",5.57303919651162
"Rad51","F2Mm_Rep4","50",2.55439096390404
"Rad51","F2Mm_Rep5","50",3.12441685940525
"Rad51","F2Mm_Rep6","50",3.90503815196498
"Rad51","F2Mm_Rep7","50",2.99652433005545
"Rad51","F2Mm_Rep8","50",2.64243214944046
"Dnajc17","F1Fc_Rep1","0",26.4304136969525
"Dnajc17","F1Fc_Rep2","0",33.7147842589751
"Dnajc17","F1Fc_Rep3","0",29.3977263677347
"Dnajc17","F1Fc_Rep4","0",28.8660518909654
"Dnajc17","F1Fc_Rep5","0",27.1541265317228
"Dnajc17","F1Fc_Rep6","0",23.2650525501474
"Dnajc17","F1Fc_Rep7","0",27.8960531337269
"Dnajc17","F1Fc_Rep8","0",24.1560262080849
"Dnajc17","F1Fm_Rep1","0",24.3827116400326
"Dnajc17","F1Fm_Rep2","0",24.0882291555926
"Dnajc17","F1Fm_Rep3","0",32.5833677496367
"Dnajc17","F1Fm_Rep4","0",29.1629643472113
"Dnajc17","F1Fm_Rep5","0",28.0528257662543
"Dnajc17","F1Fm_Rep6","0",24.413598109912
"Dnajc17","F1Fm_Rep7","0",22.0064913190481
"Dnajc17","F1Fm_Rep8","0",25.1752694170781
"Dnajc17","F1Mc_Rep1","0",25.5018810028477
"Dnajc17","F1Mc_Rep2","0",22.4515526333413
"Dnajc17","F1Mc_Rep3","0",29.1786467708013
"Dnajc17","F1Mc_Rep4","0",28.1906583697468
"Dnajc17","F1Mc_Rep5","0",24.3366042542684
"Dnajc17","F1Mc_Rep6","0",35.5333132951977
"Dnajc17","F1Mc_Rep7","0",26.5187430497852
"Dnajc17","F1Mc_Rep8","0",20.7469577830593
"Dnajc17","F1Mm_Rep1","0",30.8594070025629
"Dnajc17","F1Mm_Rep2","0",29.117169537872
"Dnajc17","F1Mm_Rep3","0",31.6168812609385
"Dnajc17","F1Mm_Rep4","0",30.8915118618255
"Dnajc17","F1Mm_Rep5","0",28.2408341636833
"Dnajc17","F1Mm_Rep6","0",27.6835178842196
"Dnajc17","F1Mm_Rep7","0",25.2081542239684
"Dnajc17","F1Mm_Rep8","0",25.2413348048961
"Dnajc17","F2Fc_Rep1","50",24.4739389031785
"Dnajc17","F2Fc_Rep2","50",26.8552511178956
"Dnajc17","F2Fc_Rep3","50",21.5332514113474
"Dnajc17","F2Fc_Rep4","50",26.0999724956842
"Dnajc17","F2Fc_Rep5","50",26.5135061303803
"Dnajc17","F2Fc_Rep7","50",22.3286340305997
"Dnajc17","F2Fc_Rep8","50",25.1357551731108
"Dnajc17","F2Fm_Rep1","50",26.5492858882296
"Dnajc17","F2Fm_Rep2","50",26.2894315974559
"Dnajc17","F2Fm_Rep3","50",26.327848923005
"Dnajc17","F2Fm_Rep4","50",22.7784096604339
"Dnajc17","F2Fm_Rep5","50",24.1440154065684
"Dnajc17","F2Fm_Rep6","50",22.0636982218691
"Dnajc17","F2Fm_Rep7","50",21.8714553508184
"Dnajc17","F2Fm_Rep8","50",19.0925104467136
"Dnajc17","F2Mc_Rep1","50",23.1691902904722
"Dnajc17","F2Mc_Rep2","50",19.488892257194
"Dnajc17","F2Mc_Rep3","50",14.9572147973849
"Dnajc17","F2Mc_Rep4","50",22.6144145986581
"Dnajc17","F2Mc_Rep5","50",25.1623778022889
"Dnajc17","F2Mc_Rep6","50",23.9365108653291
"Dnajc17","F2Mc_Rep7","50",27.3553086343086
"Dnajc17","F2Mc_Rep8","50",29.839846595177
"Dnajc17","F2Mm_Rep1","50",24.4936183837325
"Dnajc17","F2Mm_Rep2","50",19.6841123647382
"Dnajc17","F2Mm_Rep4","50",21.7675585995208
"Dnajc17","F2Mm_Rep5","50",22.1895008372374
"Dnajc17","F2Mm_Rep6","50",19.3657067962167
"Dnajc17","F2Mm_Rep7","50",26.9737798738332
"Dnajc17","F2Mm_Rep8","50",30.4874563052618
"Spint1","F1Fc_Rep1","0",0.855182382748293
"Spint1","F1Fc_Rep2","0",2.31263839409098
"Spint1","F1Fc_Rep3","0",0.633081280588359
"Spint1","F1Fc_Rep4","0",0.423241146780482
"Spint1","F1Fc_Rep5","0",0.772853232760442
"Spint1","F1Fc_Rep6","0",0.589776228185843
"Spint1","F1Fc_Rep7","0",0.40108053100977
"Spint1","F1Fc_Rep8","0",0.803307351453326
"Spint1","F1Fm_Rep1","0",0.539602698444929
"Spint1","F1Fm_Rep2","0",1.3146602396224
"Spint1","F1Fm_Rep3","0",0.456829045451231
"Spint1","F1Fm_Rep4","0",0.626779870363322
"Spint1","F1Fm_Rep5","0",0.859922512379987
"Spint1","F1Fm_Rep6","0",0.282287676572544
"Spint1","F1Fm_Rep7","0",0.906842209829097
"Spint1","F1Fm_Rep8","0",0.540342558223227
"Spint1","F1Mc_Rep1","0",0.749072257668399
"Spint1","F1Mc_Rep2","0",0.445787258034315
"Spint1","F1Mc_Rep3","0",0.466024034223903
"Spint1","F1Mc_Rep4","0",0.621789356015944
"Spint1","F1Mc_Rep5","0",0.979605832113155
"Spint1","F1Mc_Rep6","0",0.757590913053871
"Spint1","F1Mc_Rep7","0",1.05036618356168
"Spint1","F1Mc_Rep8","0",0.549581711358858
"Spint1","F1Mm_Rep1","0",0.542763938569509
"Spint1","F1Mm_Rep2","0",1.01647970013529
"Spint1","F1Mm_Rep3","0",1.3666083546473
"Spint1","F1Mm_Rep4","0",0.808596249661675
"Spint1","F1Mm_Rep5","0",0.787625729824229
"Spint1","F1Mm_Rep6","0",1.2088668888275
"Spint1","F1Mm_Rep7","0",0.481986709150477
"Spint1","F1Mm_Rep8","0",0.654200381072121
"Spint1","F2Fc_Rep1","50",0.171388719351651
"Spint1","F2Fc_Rep2","50",0.1852773269314
"Spint1","F2Fc_Rep3","50",0.586415455497546
"Spint1","F2Fc_Rep4","50",0.290565991810984
"Spint1","F2Fc_Rep5","50",0.488332748312582
"Spint1","F2Fc_Rep7","50",0.504402818236364
"Spint1","F2Fc_Rep8","50",0.300192649512752
"Spint1","F2Fm_Rep1","50",0.0570056425660934
"Spint1","F2Fm_Rep2","50",0.322212805735236
"Spint1","F2Fm_Rep3","50",0.30619343187593
"Spint1","F2Fm_Rep4","50",1.05287155089719
"Spint1","F2Fm_Rep5","50",0.665226117058086
"Spint1","F2Fm_Rep6","50",0.253552315593522
